index,bidder,value_wei,tx_hash,sent_at_ms,mined_at_ms,latency_ms,block,gas_used,effective_gas_price,cost_wei,status
60,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,71d9d535404c436ecd719644402c6ca7fe53cfeb714739ded11849385cdc2680,1778026072683.3286,1778026075243.7656,2560.43701171875,55024504,71066,3,213198,success
61,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,49291afc94b162200e09795a50013ec36ca9d72d657d3a356f5feba14247523e,1778026075680.7993,1778026078527.2178,2846.41845703125,55024506,71066,3,213198,success
62,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,1e740408346e31b7a976109ec27dc5807ef2d5ec2a2669b9f80a2a5c39070aa4,1778026078989.9038,1778026080954.4907,1964.5869140625,55024507,71066,3,213198,success
63,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,983b0643f77c0fc77fdd15b9e09bc73caa91e9b8c282da14f245af14f8590a06,1778026081456.4614,1778026083585.5134,2129.052001953125,55024509,71066,3,213198,success
64,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,98bd7a38b769374f8e7d069960f9014b4687b6d2874b2d74af08dca522f8e9d4,1778026084079.773,1778026086220.7185,2140.945556640625,55024511,71066,3,213198,success
65,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,aa77ee2179a95458680274b89ee26275490962dce50e83ec42942c732c9656d1,1778026086698.6318,1778026088541.6577,1843.02587890625,55024513,71066,3,213198,success
66,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,6532f32784574fe043feed9e45d36f6c6473a1ade23207a7c1be713db003444b,1778026089038.2559,1778026091058.4785,2020.22265625,55024515,71066,3,213198,success
67,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,7a4de85f291def9882a1fe6be4a38373803dd101ec53daf197ca237cb63c152a,1778026091532.4373,1778026093437.7498,1905.3125,55024517,71066,3,213198,success
68,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,8204276bcca939ba8d13f2b83c6c9e0be015d891ea168c335f7cc23dd8baaddf,1778026093900.9316,1778026096205.3423,2304.41064453125,55024520,71066,3,213198,success
69,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,23462635ed83b2ab6135d047d330e230f58e447b776e022db70e45c9a8fb446a,1778026096670.6323,1778026099213.9885,2543.356201171875,55024522,71066,3,213198,success
70,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,fd7dbefff483e2b9871dc7679f87b398bd44a6d26db5b81b6c82e2caa01630d9,1778026099700.8345,1778026102029.8716,2329.037109375,55024525,71066,3,213198,success
71,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,40bdf08fc124c6a0db0347b0debcb57744e0dcc9fe11a0a3fe5aede7468ddc1f,1778026102505.304,1778026105292.2393,2786.935302734375,55024528,71066,3,213198,success
72,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,d19ee65401ad72e9539206944c840ab9bba24c87718aae47800c93976e2e42d6,1778026105751.3662,1778026107832.8594,2081.4931640625,55024529,71066,3,213198,success
73,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,3a749d6434b9994ac44b6b3c442914c42fda7ec1f4725c630b983993d9bec0ca,1778026108303.7014,1778026111076.7786,2773.0771484375,55024531,71066,3,213198,success
74,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,78cec1741809f5cea4e700f55a98da4de7f47a8a0a6e1c31434370e36092b033,1778026111550.7126,1778026113676.7563,2126.043701171875,55024533,71066,3,213198,success
75,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,3c28dbebb0634cf99ed5481f9ca07bd8dd0653a97fc3acb5969c1c4777e0d372,1778026114135.2156,1778026117371.5862,3236.37060546875,55024535,71066,3,213198,success
76,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,33ce317ae80520e6badfd7727dcc2bca1481317501db4f46c382ab712dcbe945,1778026117830.743,1778026119704.108,1873.364990234375,55024536,71066,3,213198,success
77,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,56649701e0a8a4acf2fcd5c48debfd6b922c3517bca74c7024a4a563b23e13b6,1778026120190.0728,1778026122531.0664,2340.99365234375,55024538,71066,3,213198,success
78,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,3a40b5fe4c88ef85c5455a7d5d608a1b1dc9cab0ddd2a668441062a9a2433079,1778026123000.107,1778026124877.5833,1877.476318359375,55024539,71066,3,213198,success
